date_received,complaint_id,rand_client,phonefinal,vru_line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time,year,month,day,weekday,service_seconds,start_hour,service_outlier,agent_handled
2014-05-28,CR0870916,2471.0,9022280894,AA0210,35849.0,1.0,NW,Agent,IDIT,1900-01-01 15:48:55,1900-01-01 15:50:31,0 days 00:01:36,2014,5,28,Wednesday,96.0,15,False,1
2014-05-23,CR0866930,782.0,5850043497,AA0213,35851.0,0.0,PS,Agent,YIFAT,1900-01-01 13:55:16,1900-01-01 14:15:09,0 days 00:19:53,2014,5,23,Friday,1193.0,13,False,1
2014-05-23,CR0866742,4650.0,7423601267,AA0103,35852.0,1.0,PS,Agent,AVIDAN,1900-01-01 12:00:24,1900-01-01 12:12:41,0 days 00:12:17,2014,5,23,Friday,737.0,12,False,1
2014-05-23,CR0867044,354.0,5716994951,AA0201,35853.0,0.0,PS,Agent,YITZ,1900-01-01 14:59:55,1900-01-01 15:18:24,0 days 00:18:29,2014,5,23,Friday,1109.0,14,False,1
2014-05-23,CR0866267,1745.0,9657207677,AA0105,35854.0,0.0,PS,Agent,DORIT,1900-01-01 14:04:40,1900-01-01 14:24:31,0 days 00:19:51,2014,5,23,Friday,1191.0,14,False,1
2014-05-23,CR0866624,6499.0,1187948675,AA0201,35855.0,0.0,PS,Agent,DORIT,1900-01-01 11:22:14,1900-01-01 11:38:44,0 days 00:16:30,2014,5,23,Friday,990.0,11,False,1
2014-05-22,CR0865061,3668.0,9913372314,AA0105,35856.0,2.0,PS,Agent,STEREN,1900-01-01 11:33:40,1900-01-01 11:46:02,0 days 00:12:22,2014,5,22,Thursday,742.0,11,False,1
2014-05-22,CR0864701,4325.0,9785086035,AA0106,35857.0,2.0,NE,Agent,TOVA,1900-01-01 09:26:34,1900-01-01 09:37:38,0 days 00:11:04,2014,5,22,Thursday,664.0,9,False,1
2014-05-22,CR0864186,1240.0,4897705816,AA0204,35858.0,0.0,PS,Agent,ZOHARI,1900-01-01 10:24:12,1900-01-01 10:40:50,0 days 00:16:38,2014,5,22,Thursday,998.0,10,False,1
2014-05-22,CR0865127,2155.0,2252397750,AA0203,35859.0,0.0,NE,Agent,ELI,1900-01-01 15:46:51,1900-01-01 15:50:45,0 days 00:03:54,2014,5,22,Thursday,234.0,15,False,1
2014-05-21,CR0862109,1833.0,7335689675,AA0101,35860.0,2.0,NE,Agent,TOVA,1900-01-01 11:55:51,1900-01-01 12:14:58,0 days 00:19:07,2014,5,21,Wednesday,1147.0,11,False,1
2014-05-21,CR0862825,4112.0,9279004313,AA0204,35862.0,1.0,PS,Agent,BASCH,1900-01-01 12:41:05,1900-01-01 12:52:31,0 days 00:11:26,2014,5,21,Wednesday,686.0,12,False,1
2014-05-21,CR0863156,2883.0,4643419697,AA0201,35863.0,0.0,PS,Agent,STEREN,1900-01-01 15:50:55,1900-01-01 16:04:17,0 days 00:13:22,2014,5,21,Wednesday,802.0,15,False,1
2014-05-21,CR0862092,903.0,8937130792,AA0213,35864.0,2.0,PS,Agent,AVIDAN,1900-01-01 15:10:37,1900-01-01 15:22:47,0 days 00:12:10,2014,5,21,Wednesday,730.0,15,False,1
2014-05-20,CR0861718,3843.0,7253332194,AA0103,35865.0,0.0,NW,Agent,MICHAL,1900-01-01 13:43:40,1900-01-01 13:55:34,0 days 00:11:54,2014,5,20,Tuesday,714.0,13,False,1
2014-05-19,CR0857985,5337.0,2124058001,AA0201,35866.0,0.0,PS,Agent,DORIT,1900-01-01 11:08:58,1900-01-01 11:17:18,0 days 00:08:20,2014,5,19,Monday,500.0,11,False,1
2014-05-17,CR0857107,285.0,7620585335,AA0106,35867.0,0.0,NW,Agent,YITZ,1900-01-01 13:27:00,1900-01-01 13:44:16,0 days 00:17:16,2014,5,17,Saturday,1036.0,13,False,1
2014-05-16,CR0857056,6485.0,5088768910,AA0209,35868.0,2.0,NE,Agent,AVNI,1900-01-01 10:30:03,1900-01-01 10:38:55,0 days 00:08:52,2014,5,16,Friday,532.0,10,False,1
2014-05-15,CR0853615,524.0,9750927645,AA0110,35869.0,0.0,NW,Agent,YITZ,1900-01-01 16:41:59,1900-01-01 16:50:26,0 days 00:08:27,2014,5,15,Thursday,507.0,16,False,1
2014-05-15,CR0854828,2691.0,6926552580,AA0109,35872.0,0.0,NE,Agent,ELI,1900-01-01 16:30:26,1900-01-01 16:46:04,0 days 00:15:38,2014,5,15,Thursday,938.0,16,False,1
2014-05-15,CR0853602,411.0,5459364133,AA0209,35873.0,0.0,PS,Agent,AVNI,1900-01-01 10:46:15,1900-01-01 10:56:33,0 days 00:10:18,2014,5,15,Thursday,618.0,10,False,1
2014-05-14,CR0852258,181.0,9144496685,AA0203,35875.0,0.0,NW,Agent,YITZ,1900-01-01 13:32:43,1900-01-01 13:49:40,0 days 00:16:57,2014,5,14,Wednesday,1017.0,13,False,1
2014-05-14,CR0852356,11304.0,3317595512,AA0109,35877.0,0.0,PS,Agent,MICHAL,1900-01-01 15:03:30,1900-01-01 15:12:41,0 days 00:09:11,2014,5,14,Wednesday,551.0,15,False,1
2014-05-14,CR0852994,6299.0,2124722470,AA0102,35878.0,0.0,PS,Agent,SHARON,1900-01-01 10:43:17,1900-01-01 10:45:23,0 days 00:02:06,2014,5,14,Wednesday,126.0,10,False,1
2014-05-12,CR0847988,4755.0,6177255993,AA0106,35880.0,0.0,PS,Agent,BASCH,1900-01-01 11:35:26,1900-01-01 11:45:46,0 days 00:10:20,2014,5,12,Monday,620.0,11,False,1
2014-05-09,CR0846248,1053.0,6171966349,AA0213,35882.0,1.0,PS,Agent,YITZ,1900-01-01 12:34:58,1900-01-01 12:39:37,0 days 00:04:39,2014,5,9,Friday,279.0,12,False,1
2014-05-05,CR0837979,1193.0,9267639863,AA0206,35884.0,1.0,PS,Agent,YIFAT,1900-01-01 11:14:06,1900-01-01 11:29:33,0 days 00:15:27,2014,5,5,Monday,927.0,11,False,1
2014-05-02,CR0835822,3948.0,9472199813,AA0213,35885.0,0.0,PS,Agent,KAZAV,1900-01-01 10:04:38,1900-01-01 10:20:03,0 days 00:15:25,2014,5,2,Friday,925.0,10,False,1
2014-05-02,CR0835527,4570.0,2127748938,AA0209,35886.0,0.0,NW,Agent,TOVA,1900-01-01 13:25:09,1900-01-01 13:28:50,0 days 00:03:41,2014,5,2,Friday,221.0,13,False,1
2014-05-01,CR0834285,1803.0,7061962666,AA0110,35887.0,0.0,PS,Agent,TOVA,1900-01-01 13:16:29,1900-01-01 13:20:41,0 days 00:04:12,2014,5,1,Thursday,252.0,13,False,1
2014-04-30,CR0832612,4574.0,3855721276,AA0110,35888.0,2.0,PS,Agent,AVIDAN,1900-01-01 12:40:46,1900-01-01 12:54:25,0 days 00:13:39,2014,4,30,Wednesday,819.0,12,False,1
2014-04-30,CR0832535,1396.0,9743798332,AA0213,35889.0,0.0,PS,Agent,GILI,1900-01-01 09:55:12,1900-01-01 10:10:52,0 days 00:15:40,2014,4,30,Wednesday,940.0,9,False,1
2014-04-30,CR0832150,1978.0,2407987810,AA0209,35890.0,2.0,PS,Agent,ANAT,1900-01-01 12:58:47,1900-01-01 13:07:50,0 days 00:09:03,2014,4,30,Wednesday,543.0,12,False,1
2014-04-29,CR0830926,1861.0,9167493662,AA0209,35892.0,2.0,PE,Agent,MICHAL,1900-01-01 16:35:26,1900-01-01 16:53:52,0 days 00:18:26,2014,4,29,Tuesday,1106.0,16,False,1
2014-04-29,CR0829894,4533.0,5172479066,AA0103,35893.0,0.0,NW,Agent,MICHAL,1900-01-01 09:29:20,1900-01-01 09:39:56,0 days 00:10:36,2014,4,29,Tuesday,636.0,9,False,1
2014-04-28,CR0827900,3472.0,3004297753,AA0210,35894.0,1.0,PS,Agent,MORIAH,1900-01-01 10:06:26,1900-01-01 10:14:37,0 days 00:08:11,2014,4,28,Monday,491.0,10,False,1
2014-04-25,CR0825611,1903.0,2129434873,AA0113,35895.0,2.0,PS,Agent,AVNI,1900-01-01 16:19:20,1900-01-01 16:23:47,0 days 00:04:27,2014,4,25,Friday,267.0,16,False,1
2014-04-25,CR0826568,2037.0,9783887148,AA0105,35896.0,0.0,NW,Agent,SHARON,1900-01-01 16:08:29,1900-01-01 16:18:35,0 days 00:10:06,2014,4,25,Friday,606.0,16,False,1
2014-04-23,CR0821995,4492.0,8880400986,AA0213,35897.0,2.0,NE,Agent,SHARON,1900-01-01 12:06:51,1900-01-01 12:13:32,0 days 00:06:41,2014,4,23,Wednesday,401.0,12,False,1
2014-04-23,CR0821910,2463.0,4839512085,AA0201,35899.0,2.0,PS,Agent,DORIT,1900-01-01 15:41:11,1900-01-01 16:00:35,0 days 00:19:24,2014,4,23,Wednesday,1164.0,15,False,1
2014-04-23,CR0821389,1220.0,6947801379,AA0101,35900.0,1.0,PS,Agent,MIKI,1900-01-01 13:28:35,1900-01-01 13:40:22,0 days 00:11:47,2014,4,23,Wednesday,707.0,13,False,1
2014-04-22,CR0818719,4425.0,4959088188,AA0102,35901.0,1.0,PS,Agent,MICHAL,1900-01-01 09:54:24,1900-01-01 10:02:03,0 days 00:07:39,2014,4,22,Tuesday,459.0,9,False,1
2014-04-22,CR0818777,936.0,6818539420,AA0213,35902.0,0.0,PS,Agent,KAZAV,1900-01-01 11:39:29,1900-01-01 11:42:18,0 days 00:02:49,2014,4,22,Tuesday,169.0,11,False,1
2014-04-22,CR0819337,10778.0,1066140486,AA0101,35903.0,2.0,PS,Agent,YITZ,1900-01-01 12:13:02,1900-01-01 12:15:07,0 days 00:02:05,2014,4,22,Tuesday,125.0,12,False,1
2014-04-22,CR0819792,13673.0,4880518653,AA0206,35904.0,0.0,PS,Agent,SHLOMO,1900-01-01 11:21:07,1900-01-01 11:26:53,0 days 00:05:46,2014,4,22,Tuesday,346.0,11,False,1
2014-04-21,CR0817627,4059.0,5962723695,AA0204,35905.0,1.0,PS,Agent,DORIT,1900-01-01 10:42:24,1900-01-01 10:54:08,0 days 00:11:44,2014,4,21,Monday,704.0,10,False,1
2014-04-21,CR0818095,4701.0,4149854029,AA0102,35906.0,1.0,PS,Agent,GELBER,1900-01-01 16:39:42,1900-01-01 16:48:42,0 days 00:09:00,2014,4,21,Monday,540.0,16,False,1
2014-04-18,CR0815379,689.0,4886262509,AA0103,35907.0,0.0,NW,Agent,AVNI,1900-01-01 15:03:22,1900-01-01 15:12:35,0 days 00:09:13,2014,4,18,Friday,553.0,15,False,1
2014-04-17,CR0814011,3422.0,2120402248,AA0104,35908.0,1.0,PS,Agent,MIKI,1900-01-01 13:11:11,1900-01-01 13:23:59,0 days 00:12:48,2014,4,17,Thursday,768.0,13,False,1
2014-04-16,CR0811776,5965.0,7160982235,AA0201,35909.0,0.0,NW,Agent,MORIAH,1900-01-01 13:13:20,1900-01-01 13:32:21,0 days 00:19:01,2014,4,16,Wednesday,1141.0,13,False,1
2014-04-16,CR0810687,2949.0,6770063305,AA0104,35910.0,0.0,PS,Agent,TOVA,1900-01-01 13:50:28,1900-01-01 14:09:12,0 days 00:18:44,2014,4,16,Wednesday,1124.0,13,False,1
2014-04-15,CR0809321,3557.0,5453655330,AA0215,35912.0,0.0,NW,Agent,MICHAL,1900-01-01 15:47:58,1900-01-01 15:56:29,0 days 00:08:31,2014,4,15,Tuesday,511.0,15,False,1
2014-04-14,CR0808571,3422.0,2120402248,AA0104,35913.0,0.0,PS,Agent,DARMON,1900-01-01 11:54:59,1900-01-01 11:57:08,0 days 00:02:09,2014,4,14,Monday,129.0,11,False,1
2014-04-11,CR0805218,1960.0,4700796661,AA0209,35914.0,0.0,PS,Agent,AVNI,1900-01-01 13:24:12,1900-01-01 13:30:14,0 days 00:06:02,2014,4,11,Friday,362.0,13,False,1
2014-04-11,CR0804907,681.0,9721440926,AA0206,35916.0,0.0,NE,Agent,ZOHARI,1900-01-01 12:05:31,1900-01-01 12:18:49,0 days 00:13:18,2014,4,11,Friday,798.0,12,False,1
2014-04-10,CR0802122,683.0,9142646852,AA0205,35918.0,2.0,PS,Agent,IDIT,1900-01-01 15:54:21,1900-01-01 16:13:27,0 days 00:19:06,2014,4,10,Thursday,1146.0,15,False,1
2014-04-10,CR0803291,3618.0,4141036433,AA0106,35920.0,0.0,PS,Agent,ANAT,1900-01-01 09:30:08,1900-01-01 09:37:46,0 days 00:07:38,2014,4,10,Thursday,458.0,9,False,1
2014-04-08,CR0798467,4029.0,5548571440,AA0102,35922.0,0.0,PS,Agent,BASCH,1900-01-01 16:16:32,1900-01-01 16:37:04,0 days 00:20:32,2014,4,8,Tuesday,1232.0,16,False,1
2014-04-08,CR0799363,4520.0,2128538045,AA0203,35923.0,0.0,NW,Agent,YITZ,1900-01-01 16:00:56,1900-01-01 16:11:54,0 days 00:10:58,2014,4,8,Tuesday,658.0,16,False,1
2014-04-07,CR0796312,10041.0,6974886131,AA0214,35924.0,1.0,PS,Agent,AVNI,1900-01-01 12:31:28,1900-01-01 12:49:14,0 days 00:17:46,2014,4,7,Monday,1066.0,12,False,1
2014-04-04,CR0794193,630.0,5082610624,AA0101,35925.0,0.0,PS,Agent,GILI,1900-01-01 11:04:21,1900-01-01 11:20:55,0 days 00:16:34,2014,4,4,Friday,994.0,11,False,1
2014-04-03,CR0793223,989.0,3985252053,AA0109,35927.0,0.0,PS,Agent,SHARON,1900-01-01 12:42:44,1900-01-01 12:51:24,0 days 00:08:40,2014,4,3,Thursday,520.0,12,False,1
2014-04-03,CR0792504,11545.0,2124111247,AA0213,35928.0,0.0,PS,Agent,ZOHARI,1900-01-01 10:03:21,1900-01-01 10:19:19,0 days 00:15:58,2014,4,3,Thursday,958.0,10,False,1
2014-04-02,CR0789992,4429.0,2355970219,AA0209,35929.0,2.0,PS,Agent,AVIDAN,1900-01-01 12:59:54,1900-01-01 13:13:22,0 days 00:13:28,2014,4,2,Wednesday,808.0,12,False,1
2014-04-01,CR0787367,81.0,4277712986,AA0115,35930.0,1.0,PS,Agent,YITZ,1900-01-01 15:39:07,1900-01-01 15:45:52,0 days 00:06:45,2014,4,1,Tuesday,405.0,15,False,1
2014-04-01,CR0787745,1280.0,9579587017,AA0214,35931.0,0.0,PS,Agent,GILI,1900-01-01 10:45:41,1900-01-01 10:52:36,0 days 00:06:55,2014,4,1,Tuesday,415.0,10,False,1
2014-03-31,CR0784950,885.0,3814872606,AA0115,35932.0,0.0,NW,Agent,YIFAT,1900-01-01 10:23:04,1900-01-01 10:28:42,0 days 00:05:38,2014,3,31,Monday,338.0,10,False,1
2014-03-28,CR0783082,3204.0,2121992182,AA0106,35934.0,2.0,PS,Agent,YITZ,1900-01-01 16:04:48,1900-01-01 16:24:49,0 days 00:20:01,2014,3,28,Friday,1201.0,16,False,1
2014-03-27,CR0780784,3344.0,6473670348,AA0206,35935.0,0.0,NW,Agent,ZOHARI,1900-01-01 12:15:31,1900-01-01 12:33:09,0 days 00:17:38,2014,3,27,Thursday,1058.0,12,False,1
2014-03-27,CR0780677,1957.0,3226873160,AA0202,35936.0,0.0,NW,Agent,MIKI,1900-01-01 15:31:55,1900-01-01 15:50:24,0 days 00:18:29,2014,3,27,Thursday,1109.0,15,False,1
2014-03-18,CR0764430,401.0,2121151485,AA0104,35945.0,0.0,PS,Agent,AVNI,1900-01-01 09:41:17,1900-01-01 09:54:12,0 days 00:12:55,2014,3,18,Tuesday,775.0,9,False,1
2014-03-17,CR0760739,854.0,8333429725,AA0115,35947.0,0.0,NW,Agent,BASCH,1900-01-01 09:15:02,1900-01-01 09:16:16,0 days 00:01:14,2014,3,17,Monday,74.0,9,False,1
2014-03-17,CR0761080,6501.0,6197347666,AA0205,35948.0,2.0,PS,Agent,BENSION,1900-01-01 13:55:24,1900-01-01 13:56:52,0 days 00:01:28,2014,3,17,Monday,88.0,13,False,1
2014-03-13,CR0767128,3979.0,8267128609,AA0115,35949.0,0.0,PS,Agent,BENSION,1900-01-01 16:37:22,1900-01-01 16:52:51,0 days 00:15:29,2014,3,13,Thursday,929.0,16,False,1
2014-03-12,CR0757085,1693.0,3231137576,AA0202,35950.0,1.0,PS,Agent,ELI,1900-01-01 09:13:15,1900-01-01 09:27:54,0 days 00:14:39,2014,3,12,Wednesday,879.0,9,False,1
2014-03-12,CR0762940,3273.0,6174866876,AA0103,35951.0,0.0,PS,Agent,YITZ,1900-01-01 16:06:15,1900-01-01 16:16:32,0 days 00:10:17,2014,3,12,Wednesday,617.0,16,False,1
2014-03-11,CR0755697,1297.0,7155705780,AA0103,35952.0,0.0,PS,Agent,YITZ,1900-01-01 16:51:14,1900-01-01 16:51:46,0 days 00:00:32,2014,3,11,Tuesday,32.0,16,False,1
2014-03-11,CR0762766,243.0,8424185837,AA0103,35953.0,2.0,NE,Agent,ZOHARI,1900-01-01 16:03:53,1900-01-01 16:22:10,0 days 00:18:17,2014,3,11,Tuesday,1097.0,16,False,1
2014-03-10,CR0752324,6545.0,2880404417,AA0115,35954.0,1.0,PS,Agent,DORIT,1900-01-01 16:48:33,1900-01-01 17:06:23,0 days 00:17:50,2014,3,10,Monday,1070.0,16,False,1
2014-03-10,CR0752245,8598.0,5394225777,AA0108,35955.0,2.0,TT,Agent,YITZ,1900-01-01 14:49:01,1900-01-01 14:58:10,0 days 00:09:09,2014,3,10,Monday,549.0,14,False,1
2014-03-10,CR0753756,6892.0,2121364486,AA0112,35956.0,2.0,TT,Agent,GILI,1900-01-01 14:15:03,1900-01-01 14:19:44,0 days 00:04:41,2014,3,10,Monday,281.0,14,False,1
2014-03-10,CR0753793,4810.0,5549161697,AA0103,35957.0,2.0,PS,Agent,GELBER,1900-01-01 10:31:10,1900-01-01 10:48:08,0 days 00:16:58,2014,3,10,Monday,1018.0,10,False,1
2014-03-07,CR0750283,1915.0,3781828122,AA0106,35959.0,0.0,PS,Agent,TOVA,1900-01-01 16:37:24,1900-01-01 16:45:53,0 days 00:08:29,2014,3,7,Friday,509.0,16,False,1
2014-03-06,CR0746273,3474.0,1512680244,AA0102,35961.0,0.0,PS,Agent,YITZ,1900-01-01 15:59:30,1900-01-01 16:17:38,0 days 00:18:08,2014,3,6,Thursday,1088.0,15,False,1
2014-03-04,CR0742475,1420.0,5997080001,AA0104,35964.0,2.0,PS,Agent,IDIT,1900-01-01 13:03:30,1900-01-01 13:06:22,0 days 00:02:52,2014,3,4,Tuesday,172.0,13,False,1
2014-03-04,CR0742670,1371.0,5622198056,AA0209,35965.0,0.0,NW,Agent,YITZ,1900-01-01 10:47:20,1900-01-01 10:55:55,0 days 00:08:35,2014,3,4,Tuesday,515.0,10,False,1
2014-03-03,CR0740963,461.0,5483409401,AA0213,35966.0,0.0,NW,Agent,MIKI,1900-01-01 12:50:22,1900-01-01 13:00:29,0 days 00:10:07,2014,3,3,Monday,607.0,12,False,1
2014-02-28,CR0738042,2429.0,2747164122,AA0203,35967.0,0.0,PS,Agent,NAAMA,1900-01-01 09:20:19,1900-01-01 09:40:31,0 days 00:20:12,2014,2,28,Friday,1212.0,9,False,1
2014-02-27,CR0735186,3132.0,2124112260,AA0210,35969.0,2.0,PS,Agent,NAAMA,1900-01-01 11:12:34,1900-01-01 11:18:49,0 days 00:06:15,2014,2,27,Thursday,375.0,11,False,1
2014-02-27,CR0735229,4574.0,3055923389,AA0106,35970.0,0.0,PS,Agent,IDIT,1900-01-01 13:36:40,1900-01-01 13:43:35,0 days 00:06:55,2014,2,27,Thursday,415.0,13,False,1
2014-02-25,CR0730663,1098.0,7810661283,AA0209,35971.0,0.0,NW,Agent,AVNI,1900-01-01 11:16:06,1900-01-01 11:33:22,0 days 00:17:16,2014,2,25,Tuesday,1036.0,11,False,1
2014-02-25,CR0730978,11271.0,1850484505,AA0104,35972.0,0.0,PS,Agent,GELBER,1900-01-01 14:06:21,1900-01-01 14:21:16,0 days 00:14:55,2014,2,25,Tuesday,895.0,14,False,1
2014-02-24,CR0728963,1779.0,2194183951,AA0101,35974.0,0.0,PS,Agent,SHLOMO,1900-01-01 10:37:30,1900-01-01 10:56:13,0 days 00:18:43,2014,2,24,Monday,1123.0,10,False,1
2014-02-24,CR0729146,3919.0,4179875079,AA0109,35975.0,0.0,NW,Agent,STEREN,1900-01-01 09:51:32,1900-01-01 09:54:28,0 days 00:02:56,2014,2,24,Monday,176.0,9,False,1
2014-02-24,CR0728746,9346.0,4712469491,AA0213,35976.0,2.0,PS,Agent,MORIAH,1900-01-01 15:47:09,1900-01-01 15:54:01,0 days 00:06:52,2014,2,24,Monday,412.0,15,False,1
2014-02-24,CR0729097,3379.0,6750596023,AA0202,35977.0,0.0,NW,Agent,SHARON,1900-01-01 16:40:17,1900-01-01 16:41:42,0 days 00:01:25,2014,2,24,Monday,85.0,16,False,1
2014-02-21,CR0725992,3355.0,9268652943,AA0113,35978.0,2.0,PS,Agent,TOVA,1900-01-01 16:04:10,1900-01-01 16:18:27,0 days 00:14:17,2014,2,21,Friday,857.0,16,False,1
2014-02-21,CR0726335,1689.0,2126718430,AA0204,35979.0,2.0,PS,Agent,DORIT,1900-01-01 10:49:18,1900-01-01 10:50:58,0 days 00:01:40,2014,2,21,Friday,100.0,10,False,1
2014-02-20,CR0722881,466.0,2123996077,AA0203,35981.0,2.0,PS,Agent,ANAT,1900-01-01 15:39:17,1900-01-01 15:54:50,0 days 00:15:33,2014,2,20,Thursday,933.0,15,False,1
2014-02-18,CR0718012,12859.0,2128053950,AA0204,35982.0,2.0,PS,Agent,YIFAT,1900-01-01 13:51:37,1900-01-01 14:08:42,0 days 00:17:05,2014,2,18,Tuesday,1025.0,13,False,1
2014-02-18,CR0717912,349.0,5332870517,AA0206,35983.0,0.0,NW,Agent,MICHAL,1900-01-01 15:25:05,1900-01-01 15:25:49,0 days 00:00:44,2014,2,18,Tuesday,44.0,15,False,1
2014-02-18,CR0719196,4685.0,9489589385,AA0202,35984.0,0.0,PS,Agent,MORIAH,1900-01-01 11:09:37,1900-01-01 11:18:17,0 days 00:08:40,2014,2,18,Tuesday,520.0,11,False,1
2014-02-18,CR0717369,4355.0,2129236645,AA0113,35986.0,1.0,PS,Agent,AVNI,1900-01-01 12:49:33,1900-01-01 13:04:03,0 days 00:14:30,2014,2,18,Tuesday,870.0,12,False,1
2014-02-13,CR0712738,61.0,4528152646,AA0111,35987.0,0.0,TT,Agent,SHARON,1900-01-01 12:09:20,1900-01-01 12:13:29,0 days 00:04:09,2014,2,13,Thursday,249.0,12,False,1
2014-02-11,CR0709389,5072.0,2128143149,AA0202,35989.0,0.0,NW,Agent,BENSION,1900-01-01 10:59:39,1900-01-01 11:17:22,0 days 00:17:43,2014,2,11,Tuesday,1063.0,10,False,1
2014-02-11,CR0708522,1200.0,4048245878,AA0205,35990.0,0.0,NE,Agent,ZOHARI,1900-01-01 14:03:12,1900-01-01 14:13:46,0 days 00:10:34,2014,2,11,Tuesday,634.0,14,False,1
2014-02-10,CR0707268,1265.0,5087852739,AA0103,35991.0,0.0,PS,Agent,BENSION,1900-01-01 11:35:42,1900-01-01 11:52:45,0 days 00:17:03,2014,2,10,Monday,1023.0,11,False,1
2014-02-08,CR0704507,1561.0,2121050239,AA0103,35992.0,0.0,NW,Agent,BENSION,1900-01-01 15:04:04,1900-01-01 15:16:26,0 days 00:12:22,2014,2,8,Saturday,742.0,15,False,1
2014-02-07,CR0703806,3264.0,9221101172,AA0213,35993.0,0.0,NW,Agent,BASCH,1900-01-01 10:20:39,1900-01-01 10:35:23,0 days 00:14:44,2014,2,7,Friday,884.0,10,False,1
2014-02-07,CR0704288,17.0,9142381020,AA0204,35994.0,2.0,PS,Agent,TOVA,1900-01-01 12:45:09,1900-01-01 12:57:29,0 days 00:12:20,2014,2,7,Friday,740.0,12,False,1
2014-02-06,CR0701529,2022.0,6174189331,AA0104,35995.0,2.0,PS,Agent,AVIDAN,1900-01-01 12:02:35,1900-01-01 12:17:14,0 days 00:14:39,2014,2,6,Thursday,879.0,12,False,1
2014-02-05,CR0700360,4296.0,5088899922,AA0115,35996.0,2.0,PS,Agent,IDIT,1900-01-01 10:53:19,1900-01-01 10:57:00,0 days 00:03:41,2014,2,5,Wednesday,221.0,10,False,1
2014-02-05,CR0700332,3671.0,6419861898,AA0213,35997.0,0.0,PS,Agent,STEREN,1900-01-01 09:00:11,1900-01-01 09:10:13,0 days 00:10:02,2014,2,5,Wednesday,602.0,9,False,1
2014-02-05,CR0702842,3503.0,1411533459,AA0109,35998.0,0.0,NW,Agent,MICHAL,1900-01-01 10:57:37,1900-01-01 10:58:17,0 days 00:00:40,2014,2,5,Wednesday,40.0,10,False,1
2014-02-05,CR0700445,1251.0,2122527834,AA0214,35999.0,0.0,NW,Agent,SHLOMO,1900-01-01 09:13:13,1900-01-01 09:15:14,0 days 00:02:01,2014,2,5,Wednesday,121.0,9,False,1
2014-02-05,CR0702848,4571.0,2125756098,AA0203,36000.0,0.0,NW,Agent,DORIT,1900-01-01 13:19:58,1900-01-01 13:35:00,0 days 00:15:02,2014,2,5,Wednesday,902.0,13,False,1
2014-02-03,CR0697793,4069.0,5860230121,AA0210,36001.0,1.0,PS,Agent,BENSION,1900-01-01 09:24:31,1900-01-01 09:41:39,0 days 00:17:08,2014,2,3,Monday,1028.0,9,False,1
2014-02-03,CR0697034,1124.0,5469995216,AA0105,36003.0,0.0,NW,Agent,KAZAV,1900-01-01 11:52:11,1900-01-01 12:04:29,0 days 00:12:18,2014,2,3,Monday,738.0,11,False,1
2014-01-31,CR0694888,5.0,4282651568,AA0202,36004.0,0.0,PS,Agent,ANAT,1900-01-01 16:33:49,1900-01-01 16:51:34,0 days 00:17:45,2014,1,31,Friday,1065.0,16,False,1
2014-01-31,CR0694940,157.0,2435049954,AA0110,36005.0,1.0,PS,Agent,KAZAV,1900-01-01 13:22:15,1900-01-01 13:39:40,0 days 00:17:25,2014,1,31,Friday,1045.0,13,False,1
2014-01-31,CR0694894,4719.0,4835521237,AA0203,36006.0,0.0,PS,Agent,DORIT,1900-01-01 09:24:04,1900-01-01 09:43:11,0 days 00:19:07,2014,1,31,Friday,1147.0,9,False,1
2014-01-30,CR0693018,4478.0,7907606983,AA0108,36008.0,1.0,TT,Agent,NO_SERVER,1900-01-01 11:52:33,1900-01-01 12:12:17,0 days 00:19:44,2014,1,30,Thursday,1184.0,11,False,1
2014-01-30,CR0692784,1429.0,8610318203,AA0213,36009.0,0.0,NW,Agent,STEREN,1900-01-01 12:36:52,1900-01-01 12:44:57,0 days 00:08:05,2014,1,30,Thursday,485.0,12,False,1
2014-01-29,CR0690307,2730.0,3722789698,AA0210,36010.0,2.0,PS,Agent,AVNI,1900-01-01 14:24:53,1900-01-01 14:35:43,0 days 00:10:50,2014,1,29,Wednesday,650.0,14,False,1
2014-01-28,CR0688159,2805.0,4223929843,AA0101,36011.0,2.0,PS,Agent,TOVA,1900-01-01 13:20:09,1900-01-01 13:29:03,0 days 00:08:54,2014,1,28,Tuesday,534.0,13,False,1
2014-01-27,CR0687131,2447.0,4363417372,AA0107,36012.0,2.0,TT,Agent,NO_SERVER,1900-01-01 15:12:57,1900-01-01 15:17:02,0 days 00:04:05,2014,1,27,Monday,245.0,15,False,1
2014-01-23,CR0682428,897.0,4183870408,AA0109,36014.0,0.0,PS,Agent,TOVA,1900-01-01 14:59:11,1900-01-01 15:20:01,0 days 00:20:50,2014,1,23,Thursday,1250.0,14,False,1
2014-01-23,CR0684112,191.0,7655700787,AA0214,36015.0,1.0,PS,Agent,DORIT,1900-01-01 10:37:25,1900-01-01 10:44:51,0 days 00:07:26,2014,1,23,Thursday,446.0,10,False,1
2014-01-21,CR0677923,1961.0,2348088240,AA0202,36016.0,2.0,PS,Agent,SHARON,1900-01-01 15:39:25,1900-01-01 15:47:01,0 days 00:07:36,2014,1,21,Tuesday,456.0,15,False,1
